1371,4
1411,4
1452,4
1492,4
1532,4
1572,4
1613,4
1653,4
1693,4
1734,12
1776,17
1817,12
1858,12
1900,19
1941,17
1982,17
2024,19
2065,16
2106,16
2147,16
2189,16
2230,17
2317,17
2405,17
2492,17
2579,17
2667,17
2754,17
2841,17
2929,17
3016,17
3104,17
3191,17
3232,16
3273,16
3361,16
3448,16
3536,16
3623,16
3710,16
3798,16
3885,16
3972,16
4060,16
4101,16
4142,16
4183,16
4271,16
4315,58
4358,56
4398,16
4486,16
4573,16
4615,23
4657,35
4744,35
4786,31
4828,16
4869,15
4910,16
4951,16
4993,16
5033,4
5074,3
5114,4
5154,3
5194,2
5235,3
5275,3
5315,3
5356,2
5396,2
5436,3
5477,2
5517,3
5557,2
5598,2
5638,2
5678,1
5719,3
5759,3
5799,4
5840,5
5880,3
5920,5
5961,4
6001,4
6041,5
6082,2
6122,5
6163,18
6205,37
6249,57
6296,122
6383,122
6426,56
6467,17
6508,12
6549,3
6589,3
6685,16
6727,16
6768,16
6809,16
6850,16
6892,17
6933,19
6974,16
7015,10
7057,17
7099,29
7140,17
7182,16
7222,2
7262,2
7303,4
7343,3
7383,2
7424,3
7464,4
7504,2
7545,2
7585,3
7626,16
7668,23
7709,20
7750,17
7791,9
7831,9
7871,9
7911,5
7952,6
7993,13
8033,4
8074,4
8114,5
8154,4
8195,4
8235,4
8275,4
8316,5
8356,7
8397,16
8438,12
8479,14
8520,4
8561,22
8602,16
8644,16
8685,16
8726,17
8768,18
8808,5
8848,6
8889,3
8929,2
8969,4
9010,3
9050,2
9090,1
9130,2
9171,2
9211,4
9252,4
9292,4
9332,2
9372,2
9413,2
9453,1
9493,2
9534,2
9575,16
9616,16
9657,16
9698,2
9738,5
9779,5
9819,11
9860,6
9901,11
9943,22
9984,19
10025,17
10066,17
10108,17
10149,10
10191,26
10233,32
10275,17
10318,46
10359,6
10399,8
10439,5
10480,7
10520,16
10562,17
10603,16
10645,29
10686,6
10726,4
10805,4
10845,4
10885,4
10926,6
10966,6
11006,4
11047,4
11087,4
11128,8
11168,10
11209,8
11249,3
11290,5
11330,5
11370,4
11411,4
11451,7
11492,19
11533,18
11574,16
11616,24
11657,16
11698,16
11740,16
11781,16
11822,16
11863,16
11905,16
11946,16
11987,10
12029,16
12070,16
12111,16
12152,16
12194,16
12235,16
12276,18
12318,18
12359,17
12400,18
12441,18
12483,20
12524,23
12566,28
12610,56
12652,36
12693,19
12736,49
12778,31
12821,43
12863,19
12904,16
12945,18
12987,16
13029,30
13070,16
13111,16
13153,16
13194,16
13235,16
13278,42
13321,42
13363,16
13405,31
13448,49
13492,51
13533,16
13575,29
13616,17
13658,23
13699,13
13740,6
13780,4
13821,17
13862,9
13902,9
13942,7
13983,12
14024,9
14065,19
14106,17
14147,16
14189,16
14230,16
14271,16
14312,16
14355,31
14396,16
14437,17
14478,13
14520,13
14561,11
14602,10
14643,11
14685,11
14726,9
14767,9
14808,9
14850,17
14891,16
14975,3
15015,3
15056,2
15096,3
15136,4
15177,5
15217,4
15257,5
15298,5
15338,6
15378,6
15419,10
15461,16
15502,16
15543,16
15584,9
15626,26
15668,24
15709,16
15751,16
15793,29
15835,26
15876,17
15918,20
15959,16
16000,16
16041,16
16083,22
16136,222
16223,222
16264,16
16305,16
16393,16
16480,16
16568,16
16655,16
16696,16
16784,16
16871,16
16958,16
17046,16
17114,490
17202,490
17289,490
17377,490
17464,490
17552,490
17639,490
17726,490
17814,490
17901,490
17988,490
18076,490
18163,490
18250,490
18338,490
18425,490
18512,490
18600,490
18687,490
18775,490
18862,490
18949,490
19037,490
19124,490
19211,490
19299,490
19346,113
19393,113
19439,109
19486,108
19533,108
19581,111
19628,109
19675,109
19722,108
19769,108
19816,107
19862,110
19909,108
19956,107
20002,107
20048,107
20094,107
20140,107
20186,106
20232,107
20279,108
20326,106
20372,107
20419,110
20466,108
20513,107
20559,108
20647,108
20734,108
20781,108
20827,107
20874,106
20920,106
21010,107
21057,107
21144,107
21190,108
21237,107
21283,106
21329,106
21376,106
21422,106
21468,106
21514,105
21560,105
21606,105
21652,105
21698,105
21744,106
21790,106
21836,104
21882,103
21928,105
21975,104
22021,103
22067,105
22113,106
22159,105
22205,107
22292,107
22338,104
22379,9
22421,17
22467,105
22513,105
22559,105
22605,104
22646,16
22693,106
22739,106
22785,107
22831,106
22877,106
22923,103
22969,100
23015,103
23061,103
23107,99
23153,100
23199,102
23245,99
23292,103
23337,100
23384,99
23424,5
23464,2
23505,1
23545,2
23585,2
23626,3
23666,2
23712,104
23758,103
23804,103
23850,104
23896,103
23943,104
23989,105
24035,109
24082,104
24128,103
24174,105
24220,106
24266,106
24312,106
24358,104
24404,107
24452,108
24498,105
24544,104
24585,4
24625,3
24665,3
24706,2
24746,4
24786,4
24827,3
24867,2
24907,3
24947,3
24988,2
25028,2
25068,3
25109,3
25149,8
25189,2
25230,2
25270,2
25310,3
25351,4
25391,2
25432,10
25473,2
25556,2
25596,1
25637,3
25677,3
25717,3
25758,3
25798,3
25838,3
25879,3
25919,4
25959,4
26000,4
26040,4
26080,4
26121,4
26161,7
26201,7
26242,7
26282,6
26322,6
26363,4
26403,4
26443,4
26484,4
26524,4
26564,4
26605,4
26645,4
26685,4
26725,4
26766,4
26806,4
26846,4
26934,4
27021,4
27108,4
27149,5
27189,5
27230,7
27270,8
27311,16
27352,16
27393,16
27481,16
27568,16
27609,4
27649,8
27689,5
27730,5
27770,5
27810,5
27851,5
27891,5
27931,5
27972,4
28012,4
28052,4
28093,5
28133,4
28173,9
28215,13
28256,13
28297,13
28339,13
28380,13
28421,12
28462,6
28503,6
28543,6
28583,5
28623,5
28664,4
28704,7
28745,10
28786,16
28874,16
28915,16
28959,56
28999,5
29039,5
29080,8
29120,16
29162,17
29249,17
29336,17
29424,17
29511,17
29599,17
29686,17
29773,17
29861,17
29948,17
30035,17
30123,17
30210,17
30297,17
30339,16
30380,16
30421,16
30463,16
30541,16
30583,16
30624,16
30665,16
30706,16
30748,16
30789,16
30830,16
30871,16
30951,16
31001,172
31088,172
31176,172
31263,172
31351,172
31417,448
31466,147
31553,147
31640,147
31728,147
31815,147
31903,147
31943,10
31984,5
32025,5
32065,5
32105,2
32146,2
32186,2
32226,3
32267,3
32307,3
32347,4
32388,3
32428,3
32468,3
32508,3
32549,3
32589,3
32629,3
